,VENDOR_ID,STATUS,TRACKING_SOURCE,TRACKING_ID,DATE_OF_BIRTH,EMAIL_ADDRESS,CITIZENSHIP_CONFIRMED,SALUTATION,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME_SUFFIX,HOME_ADDRESS,HOME_UNIT,HOME_CITY,HOME_COUNTY,HOME_STATE,HOME_ZIP_CODE,MAILING_ADDRESS,MAILING_UNIT,MAILING_CITY,MAILING_COUNTY,MAILING_STATE,MAILING_ZIP_CODE,PARTY,RACE,PHONE,PHONE_TYPE,OPT_IN_TO_VENDOR_EMAIL,OPT_IN_TO_VENDOR_SMS,OPT_IN_TO_PARTNER_EMAIL,OPT_IN_TO_PARTNER_SMSROBOCALL,VOLUNTEER_FOR_VENDOR,VOLUNTEER_FOR_PARTNER,PRE_REGISTERED,REGISTRATION_DATE,FINISH_WITH_STATE,BUILT_VIA_API,SUBMITTED_VIA_STATE_API,REGISTRATION_SOURCE,SHIFT_ID,SHIFT_TYPE,OFFICE,VENDOR_A_SHIFT_ID,SALUTATION_STANDARDIZED,HAS_MAILING_ADDRESS_STANDARDIZED,HAS_STATE_LICENSE_STANDARDIZED,HAS_SSN_STANDARDIZED,PREDICTED_GENDER,ORG,EVC_ID,PROGRAM_STATE,PARTNER_ID,FIELD_START,FIELD_END,Unnamed: 0,vendor_id,status,tracking_source,tracking_id,date_of_birth,email_address,citizenship_confirmed,salutation,first_name,middle_name,last_name,name_suffix,home_address,home_unit,home_city,home_county,home_state,home_zip_code,mailing_address,mailing_unit,mailing_city,mailing_county,mailing_state,mailing_zip_code,party,race,phone,phone_type,opt_in_to_vendor_email,opt_in_to_vendor_sms,opt_in_to_partner_email,opt_in_to_partner_smsrobocall,volunteer_for_vendor,volunteer_for_partner,pre_registered,registration_date,finish_with_state,built_via_api,submitted_via_state_api,registration_source,shift_id,shift_type,office,vendor_a_shift_id,salutation_standardized,has_mailing_address_standardized,has_state_license_standardized,has_ssn_standardized,predicted_gender,org,evc_id,program_state,partner_id,field_start,field_end
10,5f2c9ed8-d86d-4c35-9c97-79fe3de2c0a7,Step 2,pIZPUNonL,DpzrLnGka,1962-01-26,psinghgmail.com,False,Dr.,Sara,Megan,Gilbert,V,309 Stephen Route,3.0,West Randall,county_1,AL,47632.0,0957 Martinez Mountain,2.0,Port Nichole,county_8,SC,8742.0,republican,hispanic,818.440.8831x6229,landline,False,True,True,False,True,False,True,2022-01-04 00:00:00,True,False,True,API,5024.0,1771.0,office_4,2545.0,Ms.,True,True,True,male,org_1,xXeGZTNiw,DC,6941.0,2022-08-17 00:00:00,2022-08-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8d9a6507-4f6b-4f2a-b22d-4735be3cf097,Step 1,WbvOjUeIW,diVFARwEQ,1946-12-27,bryce21gmail.com,True,Dr.,Pamela,Jennifer,Fry,MD,39351 Elizabeth Fords,6.0,Port Tarachester,county_8,SC,73934.0,81026 Robert Track Apt. 498,1.0,New Maryburgh,county_4,SD,81914.0,independent,unknown,852-833-7671,landline,True,True,True,True,False,True,False,2021-12-21 00:00:00,False,True,True,API,3941.0,5534.0,office_7,3713.0,Mr.,True,True,True,other,org_2,zjgPtWBDa,DE,6916.0,2021-11-06 00:00:00,2021-11-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,08686952-d57e-4b05-9892-6fddb071be2d,Step 2,BamYyujlr,rZqKoHttK,1963-07-06,ywebb3yahoo.com,False,Mx.,Kenneth,Barbara,Rose,MD,190 Pennington Prairie Suite 188,7.0,Ericborough,county_6,WY,14408.0,62838 Mcclain Estates,1.0,Lisaberg,county_2,VA,49470.0,independent,hispanic,806.806.8432,other,False,True,True,False,True,False,True,2022-06-08 00:00:00,True,False,True,Tablet,418.0,6558.0,office_1,915.0,Ind.,True,False,True,male,org_1,DvlCdnxqV,NV,4329.0,2022-07-26 00:00:00,2022-07-26 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0c2c67f2-400a-45f7-a162-2fd180a04f2f,Step 3,aAPolySRE,iBSseQlWY,1914-04-10,evillanuevahotmail.com,True,Mr.,Michael,Theresa,Pearson,V,9951 Chase Brooks Apt. 204,4.0,North Dawntown,county_6,KY,14436.0,260 Jeff Estates Suite 809,4.0,East Brendaton,county_4,WY,88062.0,democrat,unknown,(902)193-3451,other,True,False,True,False,True,True,True,2022-05-16 00:00:00,False,True,True,Tablet,6339.0,4648.0,office_1,1384.0,Ms.,False,True,False,male,org_3,IXtQcWtfE,NY,2295.0,2022-06-30 00:00:00,2022-06-30 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,f6adde3b-497d-4418-9ac0-362b9106f4eb,Complete,BMBPgIlPM,oNOieDfMj,1972-02-25,hernandezjamesyahoo.com,False,Ms.,Damon,Matthew,Kim,PhD,5000 Jamie Centers Suite 833,3.0,North Anthonyfurt,county_2,MT,74334.0,800 David Well Apt. 314,8.0,Danielburgh,county_5,ID,97002.0,independent,nativeAmerican,(001)770-9035,other,True,True,False,True,False,True,True,2022-01-20 00:00:00,True,False,True,Web,1913.0,4474.0,office_3,5305.0,Mx.,True,False,True,female,org_4,ChFzPuTdD,AZ,7037.0,2022-05-03 00:00:00,2022-05-03 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,f2f6e8b4-aab1-44d5-b374-27ebb9c6dcdd,Step 2,ZJAJPWdYQ,ZHzrhCstV,1964-01-07,karenbeardgmail.com,True,Mr.,Joshua,Isabel,Price,Jr.,200 Benjamin Station,4.0,East Tyler,county_6,TN,11514.0,921 Roberts Avenue Apt. 403,3.0,Keithfort,county_8,VI,2625.0,democrat,asian,(898)361-7782x82492,other,False,True,False,True,True,True,False,2022-09-06 00:00:00,True,False,False,API,4478.0,6500.0,office_6,9821.0,Dr.,False,False,True,female,org_5,pjLvTudZn,PA,805.0,2022-01-19 00:00:00,2022-01-19 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,c5ce51e0-036e-42cb-8fb9-a0255c85aadd,Step 4,zMjTdMPAe,ukHHpgqZq,1953-06-03,rle4yahoo.com,True,Misc.,Adam,Melinda,Curry,MD,6697 Butler Avenue,4.0,North Victoriastad,county_4,IL,12585.0,5015 White Shoals Apt. 447,8.0,Kellymouth,county_8,NE,51243.0,democrat,black,821-567-9166,landline,False,True,False,True,False,False,False,2022-03-25 00:00:00,False,False,False,Tablet,9931.0,1360.0,office_1,2826.0,Miss,False,True,True,female,org_4,XtzSpQBZG,KY,9923.0,2022-03-31 00:00:00,2022-03-31 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,43ca07ba-0020-40d9-8544-723c647dcd81,Step 2,sambmluYr,KmWRSvyLi,1909-10-27,garciarobert5gmail.com,True,Miss,James,Richard,Johnson,Jr.,1372 Morales Squares Suite 936,7.0,Lake Pamela,county_8,RI,36279.0,760 Moreno Hills,5.0,New Samantha,county_7,AR,11409.0,democrat,other,(254)833-1184,other,False,True,False,False,True,True,True,2021-12-21 00:00:00,True,False,False,Web,7428.0,8397.0,office_6,4611.0,Mrs.,False,False,True,male,org_5,zloMuHAsC,DC,4518.0,2022-03-27 00:00:00,2022-03-27 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,e3f62db4-aecd-4cbc-ab48-dd65a4339217,Step 1,kXxSRHKnL,LBvInZrRi,2000-05-20,bethany39gmail.com,False,Misc.,Heather,Lori,Hammond,Jr.,18526 Carol Throughway,4.0,Morrisshire,county_1,TN,69107.0,62231 Clark Fork Apt. 401,4.0,Davisville,county_4,UT,50396.0,democrat,black,001-373-128-1533,landline,False,False,True,True,True,False,False,2022-07-11 00:00:00,False,True,False,API,1469.0,441.0,office_3,5384.0,Misc.,True,True,True,female,org_4,TBsiRtQaB,NY,7520.0,2021-12-30 00:00:00,2021-12-30 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,84c29c25-54fd-4c86-8f0d-f6f1f5944ecb,Complete,gjHSRzMxc,SAFyWVffF,1970-03-05,yhortonhotmail.com,True,Dr.,Phillip,Mary,Salazar,DDS,879 Fisher Streets Apt. 892,3.0,Lake Jason,county_1,AR,55474.0,8725 Anderson Avenue,0.0,Gutierrezberg,county_3,WA,74027.0,republican,other,(112)333-1503,landline,True,False,False,False,False,False,True,2022-03-15 00:00:00,True,False,False,Web,3972.0,2144.0,office_4,3932.0,Ind.,True,False,False,male,org_3,SFHclKpfw,AK,7853.0,2022-09-05 00:00:00,2022-09-05 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6eda0154-c1dd-4f71-84e5-3641981283b3,Step 1,oyvNSEgpD,YeMPGIojb,1972-01-06,uglover8hotmail.com,False,Miss,David,Chelsea,Perkins,III,10615 Kristopher Brooks Apt. 925,5.0,North Joseph,county_2,WY,8787.0,304 Jennifer Lights,5.0,West Tylermouth,county_3,VI,76987.0,democrat,other,645.299.7514,landline,True,True,True,True,False,False,False,2021-11-10 00:00:00,False,True,False,Web,5927.0,4736.0,office_8,8437.0,Mr.,True,False,False,male,org_5,LkrqqjQXb,WY,6820.0,2021-12-24 00:00:00,2021-12-24 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,bfb1c7cd-dfaa-4085-a2b5-b8f066da4052,Step 1,GOZwAuquF,ctzseeZXP,2005-10-15,qtaylor9gmail.com,True,Misc.,Melinda,Nicholas,Johnson,II,30277 John Stream,8.0,Lake Sara,county_2,WV,92666.0,238 Robinson Heights Suite 127,0.0,West Joseph,county_1,AR,74499.0,republican,caucasian,678-059-5340x056,mobile,False,False,True,False,True,False,False,2022-05-01 00:00:00,True,False,False,Web,5454.0,2588.0,office_8,5187.0,Dr.,True,False,False,male,org_3,jTIJztdrP,MD,8256.0,2022-10-22 00:00:00,2022-10-22 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,e5f6e0d2-6b7d-47cd-8ea7-1176b5cbe10f,Complete,ZsQkfRitK,zxJFeWNqR,1970-04-10,david895hotmail.com,True,Dr.,Amanda,Paige,Munoz,DDS,009 Sims Islands Apt. 784,7.0,Tamifurt,county_6,AL,74119.0,73879 Daniel Lock Apt. 696,2.0,Bucktown,county_7,MT,83304.0,republican,nativeAmerican,138-440-0505x4663,mobile,False,False,True,False,False,False,False,2022-04-28 00:00:00,False,True,True,Web,7710.0,8844.0,office_1,1558.0,Dr.,False,True,False,male,org_3,ImOIVBfPh,SD,3175.0,2021-11-11 00:00:00,2021-11-11 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,16307675-736f-4edd-b1f4-14f3c51fa8e2,Step 4,NlQNLReYT,wAIENKyra,2006-01-17,rachelwellshotmail.com,True,Dr.,Zachary,Thomas,Henderson,MD,6606 Gonzalez Lock,8.0,Annberg,county_8,ND,69060.0,591 Chapman Cape,1.0,Lake Brandy,county_8,KY,57973.0,democrat,other,950-794-4833,landline,False,True,True,False,True,False,True,2022-09-08 00:00:00,False,False,False,API,907.0,5423.0,office_1,6072.0,Miss,False,True,False,male,org_3,XSrnOLyks,NV,6028.0,2021-12-21 00:00:00,2021-12-21 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,67a7ccde-7692-4193-a85b-f57ddaaa7b93,Step 2,UxUPIFbmU,sKcOaQeMi,1919-05-12,smithjenniferhotmail.com,True,Misc.,Michael,Christopher,Becker,DVM,4396 Eugene Key,3.0,Ryanchester,county_4,HI,52648.0,2663 Lindsey Wall Apt. 867,1.0,North Tonyafort,county_3,SC,33242.0,democrat,asian,+1-050-843-3420x4798,other,False,False,True,False,False,False,True,2021-12-11 00:00:00,True,True,True,Web,1334.0,5517.0,office_3,1093.0,Dr.,False,True,False,male,org_2,IHhIyWlwj,NC,5457.0,2022-04-07 00:00:00,2022-04-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,288f39d7-eae0-4c28-942e-709697cd5d01,Step 1,TrCXLppzr,lnYXyPHPu,1917-01-27,jennifer405yahoo.com,True,Mr.,Elizabeth,Heidi,Nelson,MD,96319 Morton Crossing Suite 858,1.0,Kellyberg,county_2,OR,94851.0,2226 Ray Plain,1.0,Cookland,county_2,NH,22000.0,republican,hispanic,001-856-873-5790x483,mobile,True,False,False,True,False,True,True,2021-11-25 00:00:00,False,True,True,Web,6930.0,9814.0,office_3,2512.0,Dr.,False,True,False,female,org_5,SLoCtRIVI,MI,3144.0,2022-09-09 00:00:00,2022-09-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2cb35c31-0d7a-428d-989c-0c1e9301ee1a,Step 3,JxvOAwMFl,LSZXmtBwm,2005-10-15,roberta939hotmail.com,False,Ms.,Karen,Cynthia,Rogers,MD,950 Clarke Meadow Suite 043,6.0,New Jefffort,county_3,MN,61859.0,780 John Crescent Apt. 233,4.0,New Davidton,county_3,WA,1382.0,independent,black,001-093-559-9049,mobile,False,False,False,False,True,True,True,2022-04-07 00:00:00,False,True,False,API,2306.0,2667.0,office_5,3705.0,Ind.,False,True,True,female,org_4,xnBUeehkw,WA,6410.0,2022-04-13 00:00:00,2022-04-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0105b3ca-da02-47d9-aae0-539270c5850e,Step 4,jFBfAJlZs,oTTgXfHZp,1985-04-17,dnelson6hotmail.com,False,Mx.,Jeff,Stacey,Lopez,IV,54617 Thomas Turnpike Suite 373,6.0,Saraborough,county_4,TX,25345.0,678 Byrd Turnpike Apt. 034,0.0,Gouldstad,county_6,IN,45382.0,independent,black,+1-988-552-7631x745,mobile,False,True,False,False,True,True,True,2022-03-11 00:00:00,False,True,True,Tablet,8867.0,1572.0,office_3,5470.0,Dr.,False,True,True,other,org_3,IWyUNKuDZ,IN,1702.0,2022-05-29 00:00:00,2022-05-29 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,512b2a11-5842-4613-968d-bc6882f8d0d1,Complete,hUfnvJrVf,ODqsfLQOh,1931-11-05,weberravenyahoo.com,False,Dr.,Michael,Thomas,Shaw,DVM,2566 Taylor Port,6.0,South Richardtown,county_8,LA,27373.0,42885 Vicki Knoll,3.0,Albertshire,county_6,MA,89061.0,republican,black,(460)314-9047x67715,landline,False,False,False,True,False,True,True,2022-09-21 00:00:00,True,False,False,API,5821.0,7691.0,office_1,9000.0,Miss,True,True,True,other,org_2,OidkQQfna,KS,8765.0,2022-07-17 00:00:00,2022-07-17 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,12de2b24-4fcc-4afc-8b50-2f69599f155a,Step 1,qAZYvnBhX,khcFjEKsz,1973-02-05,perezmichael5hotmail.com,False,Ind.,Jennifer,Anthony,Garcia,MD,8603 Christopher Station Suite 049,7.0,Priscillachester,county_2,IA,90551.0,899 James Camp,8.0,Meganville,county_5,VT,79740.0,independent,caucasian,0491836432,landline,False,False,True,False,False,False,False,2021-12-10 00:00:00,True,True,True,Web,4841.0,2418.0,office_3,2639.0,Mr.,True,True,False,other,org_4,iLVUamLML,IL,6796.0,2022-06-03 00:00:00,2022-06-03 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,50430ef4-39db-43c8-a779-3c9337c64274,Step 3,ZxtfyVgRi,qguzFCtew,1955-05-21,rosaleskathryn7yahoo.com,False,Mx.,Christopher,Bridget,Cabrera,DVM,140 Sarah Oval,8.0,East Luis,county_6,OR,1504.0,21530 Montgomery Cliff Suite 966,4.0,Angelaport,county_8,MT,55268.0,republican,other,151-808-0722,landline,True,True,False,True,True,True,True,2022-01-02 00:00:00,False,True,False,Tablet,8363.0,8216.0,office_7,7198.0,Misc.,True,True,False,female,org_4,KMRFexIdp,NV,6863.0,2021-12-06 00:00:00,2021-12-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,71d0b236-3a89-4c34-8a16-490d04e95bdd,Complete,exJCRrUtt,PeicleYBm,1910-08-20,shannon40hotmail.com,True,Dr.,Ryan,Andrew,Kim,IV,47582 Moore Haven Apt. 346,0.0,Garcialand,county_4,AR,57718.0,4311 Bates Mountains Suite 677,3.0,Lake Christopherburgh,county_7,MN,90740.0,democrat,hispanic,699.770.3189x25957,mobile,True,False,False,True,False,True,False,2022-07-08 00:00:00,True,True,False,Tablet,4790.0,8256.0,office_1,4164.0,Ms.,True,False,True,other,org_3,zUgKXooZs,AR,1439.0,2022-04-01 00:00:00,2022-04-01 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8ccc741a-c6ca-410a-a689-d47421b436d9,Step 1,tXJrRUcKQ,oDYbVFZTH,1970-08-13,ginamartinezyahoo.com,True,Dr.,Devon,Sabrina,Reid,V,92585 Davis Vista Suite 403,1.0,North Dana,county_2,KY,52378.0,31223 Larry Alley Suite 588,2.0,Josefort,county_7,MT,59953.0,independent,black,756-178-0293,other,False,False,False,True,False,True,True,2022-05-29 00:00:00,True,True,False,Tablet,7392.0,4942.0,office_7,7506.0,Miss,False,True,True,female,org_4,yEZVRpIkT,PR,9443.0,2022-08-09 00:00:00,2022-08-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
